time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
111.15144,0.3243,-0.2086,0.1791,0.425
111.171431,0.0862,0.0022,-0.4338,0.442
111.199896,0.0377,0.0868,-0.5337,0.542
111.212323,-0.0363,0.1055,-0.2902,0.311
111.231662,-0.0038,0.0491,0.0067,0.05
111.251384,-0.117,-0.0189,0.1623,0.201
111.271445,-0.0633,0.0574,0.382,0.391
111.296598,0.0528,-0.0953,0.353,0.369
111.313335,0.08,-0.0961,0.0294,0.128
111.331276,0.0226,-0.0765,-0.379,0.387
111.351321,-0.1904,0.1035,-0.4294,0.481
111.371447,-0.2879,0.1309,-0.0686,0.324
111.40006,-0.0992,0.1123,0.1936,0.245
111.413057,-0.1774,0.0411,0.1897,0.263
111.431373,-0.1853,0.1115,-0.0757,0.229
111.451087,0.0111,-0.0386,-0.1083,0.116
111.471301,0.358,-0.1347,0.3374,0.51
111.49261,0.0828,-0.0855,-0.4251,0.441
111.512938,0.126,-0.1143,-0.5697,0.595
111.53086,0.2402,-0.1294,0.0281,0.274
111.550475,0.1165,0.0117,0.3717,0.39
111.57037,0.18,-0.2025,0.2866,0.394
111.590407,0.0556,0.0217,-0.3497,0.355
111.61516,-0.3454,0.3559,-0.4119,0.645
111.630571,-0.2801,0.1541,0.5202,0.611
111.650562,0.1052,-0.1673,0.7503,0.776
111.67052,0.1096,-0.1274,-0.6281,0.65
111.690649,-0.3204,0.3589,-1.0141,1.122
111.711654,0.0321,0.1668,0.0416,0.175
111.730172,0.0309,-0.184,0.7315,0.755
111.750099,0.1269,-0.1023,0.3328,0.371
111.770031,-0.1244,0.0714,-0.1168,0.185
111.789942,-0.1302,0.1379,-0.3755,0.421
111.815401,0.0179,0.1079,-0.2627,0.285
111.830792,0.0667,-0.0012,0.1316,0.148
111.849942,0.2268,-0.1648,0.487,0.562
111.870309,0.3088,-0.1063,0.2073,0.387
111.889952,0.1422,0.1563,-0.1233,0.245
111.92999,-0.1779,0.1047,-0.0202,0.207
111.930805,0.1393,0.0311,-0.1617,0.216
111.949655,-0.1938,0.0658,0.1174,0.236
111.969509,-0.4283,0.1156,-0.236,0.502
111.989572,-0.1631,0.1781,0.0909,0.258
112.012613,0.0179,-0.1449,-0.0002,0.146
112.030076,0.1114,-0.1107,0.1595,0.224
112.049432,-0.3009,0.0908,-0.0988,0.33
112.069325,-0.3125,0.1734,-0.0966,0.37
112.089297,-0.0694,-0.1014,-0.0531,0.134
112.117029,0.1192,-0.182,0.2637,0.342
112.129565,0.2291,-0.2267,0.0527,0.327
112.149396,0.2194,-0.1841,-0.4443,0.529
112.169452,-0.104,-0.0485,-0.0357,0.12
112.189404,0.0354,-0.1103,0.2125,0.242
112.215305,0.0115,-0.051,0.105,0.117
112.229392,-0.0791,0.0346,0.3232,0.335
112.249103,0.1,0.0296,0.4678,0.479
112.269302,0.2675,0.1274,0.4959,0.578
112.288873,-0.1347,0.3083,-0.561,0.654
112.314528,-0.0177,0.1599,-0.5243,0.548
112.328762,0.1095,0.0729,-0.0365,0.137
112.348896,0.19,-0.1146,0.4278,0.482
112.369141,-0.0178,-0.1321,0.4932,0.511
112.388324,-0.183,-0.0824,0.0761,0.215
112.416105,-0.0813,0.0431,-0.2149,0.234
112.430088,-0.0312,-0.0082,-0.429,0.43
112.448351,0.0657,-0.0217,-0.1793,0.192
112.468364,0.1946,-0.0603,-0.0327,0.206
112.488259,0.2605,-0.0917,-0.2095,0.347
112.51545,0.0815,0.0095,-0.2433,0.257
112.533985,-0.0402,0.1176,-0.123,0.175
112.548084,-0.0951,0.1073,0.4447,0.467
112.568053,-0.1911,0.0537,0.6984,0.726
112.587878,-0.2357,0.1254,0.3275,0.423
112.615214,-0.1149,0.0243,0.0005,0.117
112.631056,-0.0085,-0.0511,-0.5529,0.555
112.648006,-0.0538,0.2672,-1.3186,1.346
112.667724,0.0565,0.1847,-0.647,0.675
112.68775,0.337,-0.4287,0.2607,0.604
112.716679,0.309,-0.1736,0.4914,0.606
112.728735,0.0775,-0.1947,0.039,0.213
112.747798,-0.2748,0.037,-0.4279,0.51
112.768458,-0.3841,0.1282,-0.183,0.444
112.787637,-0.1103,-0.0144,0.3591,0.376
112.811727,0.1803,-0.1389,0.7161,0.751
112.827535,0.2006,-0.0721,0.4999,0.543
112.847366,0.086,-0.0115,0.1944,0.213
112.867454,0.1045,-0.0178,-0.0424,0.114
112.887122,0.2139,-0.0758,-0.2752,0.357
112.908049,0.1001,0.0141,-0.236,0.257
112.927598,0.0073,0.0169,-0.2513,0.252
112.947358,-0.0642,0.0748,-0.1929,0.217
112.967185,-0.0088,0.134,-0.2832,0.313
112.987355,0.0409,0.0352,-0.2331,0.239
113.011038,0.084,0.0567,-0.0131,0.102
113.027317,-0.0192,0.034,0.2339,0.237
113.047057,-0.0491,0.0792,0.1955,0.217
113.067035,-0.0599,0.0675,0.1156,0.147
113.087086,-0.1114,0.0671,0.0531,0.14
113.110827,0.0017,0.0004,0.2231,0.223
113.127056,0.0022,-0.0198,0.4139,0.414
113.147014,-0.0375,0.0102,0.2887,0.291
113.166855,-0.0103,0.0202,0.016,0.028
113.186958,-0.0183,0.0418,-0.1134,0.122
113.211713,-0.0099,0.018,-0.0749,0.078
113.226741,0.0072,-0.0212,0.122,0.124
113.246484,0.0181,-0.0632,0.2871,0.295
113.266515,-0.0253,-0.0418,0.1744,0.181
113.286482,-0.042,-0.006,-0.0725,0.084
113.30805,-0.0699,-0.0099,-0.2766,0.285
113.326532,0.0481,-0.059,-0.4168,0.424
113.3464,-0.0261,-0.0737,-0.3689,0.377
113.366111,-0.0788,-0.1134,-0.1429,0.199
113.386348,-0.0918,-0.1093,0.0813,0.164
113.415621,-0.1206,-0.0788,0.2391,0.279
113.428645,-0.0595,-0.0525,0.3307,0.34
113.446381,0.1358,-0.1959,0.1222,0.268
113.466106,0.1332,-0.1348,-0.0456,0.195
113.486033,0.1199,-0.0944,0.0397,0.158
113.509059,-0.0075,0.0587,0.1482,0.16
113.526505,0.1084,0.0702,-0.1443,0.194
113.546018,0.1494,0.0072,-0.1903,0.242
113.565988,-0.0828,0.1367,-0.1259,0.203
113.586111,-0.018,0.0517,-0.1425,0.153
113.609625,0.0246,0.0089,0.239,0.24
113.626642,-0.0792,0.0029,0.4806,0.487
113.64586,-0.0508,0.0069,0.1442,0.153
113.665386,-0.002,0.0091,-0.2138,0.214
113.685242,0.0275,-0.019,-0.2725,0.275
113.706695,0.0362,-0.0255,0.0518,0.068
113.72541,0.0682,-0.1272,0.0061,0.144
113.74542,-0.1953,-0.0021,-0.0341,0.198
113.765368,-0.1095,0.0678,-0.4746,0.492
113.785251,0.0209,-0.0155,-0.3885,0.389
113.805243,0.1803,-0.0227,0.378,0.419
113.825344,-0.1442,0.0632,0.5081,0.532
113.845199,0.0577,0.0454,0.0704,0.102
113.864961,0.1378,0.0156,-0.1738,0.222
113.884953,0.0207,0.0831,-0.1805,0.2
113.905934,-0.0485,0.0063,0.0885,0.101
113.92561,-0.0355,0.0108,-0.1981,0.202
113.944834,-0.4046,0.0671,-0.7971,0.896
113.964704,-0.0497,-0.0323,-0.2941,0.3
113.984557,0.2338,-0.0397,0.5573,0.606
114.008553,-0.1133,-0.0332,0.7715,0.781
114.024758,0.1316,-0.0334,0.2464,0.281
114.044586,0.0572,-0.0375,-0.2794,0.288
114.064276,0.0187,0.0286,-0.49,0.491
114.084297,-0.0544,-0.0137,-0.1494,0.16
114.104323,-0.052,-0.0505,-0.3545,0.362
114.128698,-0.3528,0.0768,0.2789,0.456
114.14556,-0.1145,0.0428,-0.0179,0.124
114.164457,0.1705,-0.2325,0.4532,0.537
114.183964,0.102,0.1236,0.5637,0.586
114.203923,0.1477,-0.0235,0.234,0.278
114.224451,-0.0159,0.0126,-0.1811,0.182
114.244108,-0.0499,0.0636,-0.3492,0.358
114.264029,-0.0042,0.041,-0.4347,0.437
114.283986,-0.0462,-0.0191,-0.0715,0.087
114.303922,-0.0348,-0.0168,0.0586,0.07
114.323856,-0.0358,-0.0633,0.0935,0.118
114.347356,-0.0167,-0.0782,0.155,0.174
114.365261,0.0005,-0.0412,-0.0916,0.1
114.383825,0.0322,-0.0496,0.0542,0.08
114.403573,0.0078,-0.0311,0.1594,0.163
114.424008,-0.0057,0.0084,0.0213,0.024
114.443785,0.0108,0.0154,-0.1194,0.121
114.463504,0.0257,0.0047,-0.096,0.099
114.483744,-0.0137,0.0246,0.001,0.028
114.503471,-0.0186,0.0103,0.216,0.217
114.524278,0.3161,-0.0011,0.345,0.468
114.544367,-0.2626,0.0633,-0.0088,0.27
114.563528,0.0321,0.0876,-0.7999,0.805
114.583212,0.0297,0.0402,-0.3552,0.359
114.603442,0.2852,-0.0012,0.4958,0.572
114.624362,-0.0293,0.0491,0.8715,0.873
114.643178,-0.0829,-0.0898,0.2235,0.255
114.663121,-0.1045,0.0354,-0.5143,0.526
114.683253,0.0009,-0.0084,-0.5762,0.576
114.703056,0.0163,0.0026,-0.2251,0.226
114.722974,0.0142,-0.0427,0.147,0.154
114.743094,0.0007,-0.0681,0.3694,0.376
114.763074,-0.0161,-0.0392,0.119,0.126
114.782933,-0.0444,-0.0335,-0.2145,0.222
114.802533,-0.0288,0.0106,-0.2481,0.25
114.823387,-0.048,0.0115,-0.0457,0.067
114.842957,-0.0331,-0.0029,0.1936,0.196
114.862706,0.0162,0.0075,0.2097,0.21
114.882387,0.0353,0.0189,0.0541,0.067
114.902427,0.0482,0.0126,-0.071,0.087
114.922638,0.0249,0.0097,-0.0134,0.03
114.942386,-0.0057,0.0178,0.092,0.094
114.962222,-0.0148,-0.0038,-0.0063,0.017
114.982503,0.0041,0.0114,-0.0297,0.032
115.002373,-0.0474,0.0263,-0.0539,0.076
115.02551,-0.0067,-0.0164,-0.0011,0.018
115.042793,-0.0024,-0.006,0.1254,0.126
115.062078,-0.0081,-0.0316,0.1269,0.131
115.091904,-0.0362,-0.0103,0.0107,0.039
115.102385,0.0096,-0.0309,-0.1291,0.133
115.125326,0.004,-0.0132,-0.1679,0.168
115.142052,0.0481,-0.0237,-0.1444,0.154
115.16196,0.1351,-0.0257,0.0266,0.14
115.182018,0.0727,-0.0225,-0.0275,0.081
115.202341,0.0617,0.1714,0.0028,0.182
115.224579,-0.0669,-0.0375,-0.085,0.114
115.242091,0.1392,0.0581,0.0285,0.153
115.26193,0.1019,-0.0648,0.0499,0.131
115.28169,0.1445,-0.0766,-0.0191,0.165
115.30207,0.0523,-0.0608,-0.1035,0.131
115.328853,-0.0156,0.0885,-0.1347,0.162
115.344099,-0.4083,0.1727,0.1441,0.466
115.361652,-0.3047,0.0741,0.3075,0.439
115.381404,-0.0715,-0.03,0.2447,0.257
115.401521,0.1044,-0.0635,0.0616,0.137
115.429139,0.038,-0.0908,0.0857,0.131
115.449917,0.0135,-0.0083,0.0914,0.093
115.461475,-0.0301,0.082,-0.1434,0.168
115.481285,-0.0456,0.0906,-0.1744,0.202
115.501552,0.0141,0.0018,-0.0802,0.081
115.53135,0.0948,-0.04,0.0017,0.103
115.541401,0.0263,-0.0606,0.038,0.076
115.56125,-0.0105,-0.0517,0.0355,0.064
115.590556,0.0258,-0.0024,-0.0691,0.074
115.601318,0.0275,0.0295,-0.1801,0.185
115.628299,-0.0402,0.0684,-0.0472,0.092
115.64133,0.0848,0.1001,0.145,0.196
115.661435,0.2328,-0.1094,0.0766,0.268
115.681315,0.1162,-0.1177,0.0971,0.192
115.700888,0.0071,-0.0771,-0.0216,0.08
115.728793,0.0467,-0.0063,0.0265,0.054
115.740759,0.0951,-0.0119,0.1675,0.193
115.760673,0.1352,0.0177,0.25,0.285
115.780621,-0.0649,0.1514,0.0913,0.188
115.800485,-0.0304,0.1261,0.0597,0.143
115.822943,-0.1048,0.1172,-0.3212,0.358
115.840764,-0.2624,0.2337,-0.5992,0.695
115.860752,-0.4821,0.3716,-0.458,0.762
115.880357,-0.4485,0.2363,-0.097,0.516
115.900349,-0.3349,0.1409,0.1027,0.378
115.920949,-0.5338,0.1338,0.1957,0.584
115.940422,-0.3703,0.0627,0.2087,0.43
115.96074,0.1084,-0.2067,-0.0853,0.248
115.980182,0.4905,-0.4116,-0.0775,0.645
116.000141,0.5306,-0.4153,0.0778,0.678
116.023363,0.409,-0.2997,0.266,0.573
116.043615,0.2606,-0.1476,0.1498,0.335
116.060001,0.1874,-0.0623,0.0037,0.198
116.080099,0.2152,-0.0095,0.0382,0.219
116.100482,0.1929,0.0047,-0.1094,0.222
116.120164,0.0538,0.1697,-0.2536,0.31
116.139639,0.0242,0.126,-0.1025,0.164
116.159966,-0.1161,0.0808,0.1899,0.237
116.179546,-0.2466,0.1204,0.2923,0.401
116.199663,-0.406,0.1171,0.3401,0.542
116.221257,-0.395,0.0666,0.3423,0.527
116.2397,-0.2524,0.0071,0.0215,0.253
116.259591,-0.1539,-0.0009,-0.2981,0.335
116.279366,0.0496,-0.1344,-0.2581,0.295
116.29936,0.0955,-0.1737,-0.284,0.346
116.320541,-0.1867,-0.0429,-0.353,0.402
116.341402,-0.1291,0.0571,-0.3643,0.391
116.359312,0.0551,0.1115,-0.0458,0.133
116.379217,0.1131,-0.1405,0.1628,0.243
116.399041,0.0463,0.0405,-0.2467,0.254
116.423658,-0.1195,0.1883,-0.3725,0.434
116.439067,-0.3667,0.3352,-0.1435,0.517
116.458839,-0.3436,0.2555,0.2578,0.5
116.478845,-0.1135,0.094,0.472,0.494
116.498816,0.2199,-0.1598,0.3303,0.428
116.519997,0.1604,-0.1339,-0.1201,0.241
116.541315,0.2295,-0.1656,-0.2937,0.408
116.55991,0.191,-0.0599,-0.3172,0.375
116.57937,0.2657,-0.1627,0.0002,0.312
116.598201,0.1351,-0.0761,0.422,0.45
116.618395,0.2269,-0.0835,0.3304,0.409
116.640732,0.199,-0.0475,0.1521,0.255
116.658488,0.2343,-0.0515,-0.2924,0.378
116.678393,-0.0405,0.16,-0.5487,0.573
116.698212,-0.3113,0.2901,-0.4115,0.592
116.71831,-0.0754,0.12,-0.0678,0.157
116.740477,-0.324,0.0918,0.4483,0.561
116.758077,-0.1987,0.0796,0.1727,0.275
116.777996,-0.2844,0.3813,0.1002,0.486
116.797865,-0.0443,-0.0833,0.0708,0.118
116.817987,-0.0066,-0.0447,0.1043,0.114
116.840287,-0.0919,0.0884,-0.0823,0.152
116.85793,-0.1598,0.0864,-0.1058,0.21
116.877782,0.1016,-0.1481,0.0132,0.18
116.897659,0.2613,-0.2121,0.134,0.362
116.917862,0.2515,-0.2355,0.1315,0.369
116.942166,0.0999,-0.0988,-0.0625,0.154
116.95992,-0.0336,0.0305,-0.0638,0.078
116.977706,0.0096,-0.0363,0.0653,0.075
116.997589,0.2028,-0.1485,0.0079,0.251
117.017832,0.2171,-0.1162,-0.0551,0.252
117.038035,0.0637,0.0035,-0.1251,0.14
117.058462,-0.0406,0.0822,0.0854,0.125
117.077813,-0.2112,0.1325,0.1513,0.292
117.098372,0.2102,0.0454,1.5359,1.551
117.117522,-0.0631,0.235,-0.2492,0.348
117.137455,-0.0712,-0.0055,-0.8416,0.845
117.157937,0.0383,-0.0905,-0.1177,0.153
117.177156,0.2142,-0.1526,0.6991,0.747
117.197161,-0.0525,-0.0842,0.4706,0.481
117.216991,-0.0746,-0.0453,-0.0502,0.101
117.23739,-0.0391,0.0526,-0.6285,0.632
117.259781,0.0017,0.0541,-0.355,0.359
117.277256,0.0345,0.0574,0.0494,0.083
117.297141,0.0223,0.0148,0.2853,0.287
117.317408,0.0207,-0.0092,0.377,0.378
117.339808,0.0768,-0.0462,0.2728,0.287
117.362313,0.1336,-0.0858,-0.0572,0.169
117.377025,0.3269,-0.1873,-0.2468,0.45
117.396438,0.4625,-0.199,-0.3656,0.622
117.416531,0.3264,-0.1992,-0.3329,0.507
117.438345,0.3451,-0.0589,-0.0272,0.351
117.457863,0.1113,0.0294,0.1899,0.222
117.476788,-0.0986,0.1129,0.2775,0.315
117.496609,-0.2226,0.0932,0.2262,0.331
117.516426,0.317,-0.1252,-0.0671,0.347
117.541718,-0.1358,-0.0319,0.2208,0.261
117.557589,-0.2107,0.1252,0.0811,0.258
117.579358,-0.2135,0.2255,-0.216,0.378
117.596264,-0.5168,0.3396,-0.0726,0.623
117.616224,-0.4487,0.2502,0.1709,0.541
117.641978,-0.2237,0.3164,-0.7767,0.868
117.656585,-0.4589,0.1063,-0.581,0.748
117.676127,-0.3562,0.0818,-0.2527,0.444
117.696055,-0.2668,0.2548,0.3143,0.485
117.717594,-0.3593,0.0537,-0.1416,0.39
117.736345,0.0089,-0.0546,0.1009,0.115
117.75589,-0.0475,-0.0501,0.1265,0.144
117.775877,-0.0594,0.0329,-0.2769,0.285
117.795999,-0.1099,0.068,-0.4949,0.511
117.815623,0.0226,-0.054,-0.0073,0.059
117.837961,0.126,-0.1708,0.2381,0.319
117.856698,0.2074,-0.1973,-0.001,0.286
117.875463,-0.0226,-0.0805,-0.3496,0.359
117.895326,-0.3104,0.0441,-0.61,0.686
117.915598,-0.1451,0.0167,-0.3463,0.376
117.935868,0.2051,-0.0461,0.1807,0.277
117.958198,0.2899,-0.1016,0.7526,0.813
117.975729,0.2441,-0.0412,0.6169,0.665
117.995261,0.2302,-0.0028,0.1734,0.288
118.015536,0.1733,0.0653,-0.1222,0.222
118.035831,0.0465,0.0756,-0.1248,0.153
118.055673,-0.0618,0.0437,0.0871,0.115
118.075679,-0.0072,-0.0451,0.0993,0.109
118.095228,-0.1426,0.0321,-0.1169,0.187
118.115198,-0.0067,0.0483,-0.3232,0.327
118.138187,0.068,0.0539,-0.33,0.341
118.155406,0.0072,0.0827,-0.1802,0.198
118.175534,0.0825,0.0459,-0.2575,0.274
118.195309,0.0858,0.0363,-0.1586,0.184
118.215268,0.0351,0.0139,-0.2423,0.245
118.235961,0.0809,-0.0579,0.0347,0.105
118.264018,0.0734,-0.0166,0.3865,0.394
118.274684,0.0756,0.0017,0.3149,0.324
118.294777,0.0168,-0.0174,-0.0137,0.028
118.314672,-0.0083,0.0617,-0.3684,0.374
118.335581,-0.3224,-0.0265,0.0503,0.327
118.355513,0.1607,-0.1548,0.2277,0.319
118.374811,-0.0119,-0.0956,0.2007,0.223
118.395871,0.0049,-0.1072,0.371,0.386
118.414668,0.0601,-0.2296,0.494,0.548
118.435042,-0.0077,-0.1166,0.3574,0.376
118.454728,0.035,-0.0833,0.0153,0.092
118.474552,0.0904,-0.0785,-0.2007,0.234
118.494136,0.1256,-0.0765,-0.0766,0.166
118.513896,-0.0123,-0.0495,0.0777,0.093
118.536673,-0.0879,-0.0723,0.1434,0.183
118.55571,-0.0652,-0.0131,0.0731,0.099
118.574042,-0.0576,0.0,-0.0965,0.112
118.594194,0.031,0.0163,-0.2176,0.22
118.614175,0.0942,-0.0269,-0.0261,0.101
118.635746,0.0981,0.0039,0.0359,0.105
118.654078,-0.0609,0.071,-0.1935,0.215
118.673507,0.1618,0.0499,0.3545,0.393
118.693445,-0.1757,-0.0313,0.2336,0.294
118.713253,0.0585,0.0413,-0.3843,0.391
118.733712,0.0266,-0.0202,-0.1543,0.158
118.753295,0.0913,0.053,0.2931,0.312
118.773414,0.1022,-0.0791,0.3573,0.38
118.793191,-0.1348,0.1411,-0.0349,0.198
118.813579,0.0401,0.0474,-0.4069,0.412
118.833234,0.1259,-0.0716,-0.3783,0.405
118.853383,-0.055,0.0349,-0.8646,0.867
118.873307,-0.0601,-0.0912,-0.0528,0.121
118.893495,-0.0406,0.0821,0.1132,0.146
118.915363,0.0276,-0.0854,0.1954,0.215
118.933323,-0.0002,0.0141,-0.0035,0.014
118.953348,-0.0211,0.0463,-0.376,0.379
118.973034,0.0402,0.0446,-0.466,0.47
118.992974,-0.1088,0.1309,0.1278,0.213
119.012785,-0.1186,0.0292,0.3221,0.345
119.032699,-0.1453,-0.0595,0.3431,0.377
119.053026,-0.0839,0.0083,0.2021,0.219
119.07285,-0.0009,-0.0018,0.035,0.035
119.092679,-0.0542,0.0555,0.0888,0.118
119.112698,-0.0296,-0.0431,0.0452,0.069
119.13513,-0.0351,-0.0182,0.0211,0.045
119.154141,-0.017,-0.0438,0.0414,0.063
119.172376,0.0473,-0.0968,0.0901,0.14
119.192179,0.1458,-0.0339,0.054,0.159
119.21241,0.1973,-0.1245,-0.0357,0.236
119.23234,-0.0046,-0.0132,-0.2487,0.249
119.255952,-0.0698,-0.0207,-0.3126,0.321
119.272368,-0.0844,-0.0647,0.2199,0.244
119.292204,-0.0839,-0.0964,0.322,0.346
119.312239,-0.0259,-0.0001,0.0586,0.064
119.332182,0.0133,0.0104,0.0169,0.024
119.352671,0.0524,0.0297,-0.1377,0.15
119.372533,0.0079,0.0598,-0.2412,0.249
119.391963,-0.0215,0.0256,-0.0222,0.04
119.411939,0.0007,-0.02,0.227,0.228
119.431936,-0.0224,-0.0334,-0.1179,0.125
119.451951,0.0572,-0.0283,-0.093,0.113
119.474945,-0.0439,0.0454,0.112,0.129
119.491751,0.0627,-0.1081,-0.3871,0.407
119.512162,-0.0102,-0.0057,-0.274,0.274
119.532645,-0.0378,-0.0248,-0.2415,0.246
119.551921,0.0404,-0.0324,-0.4213,0.424
119.571774,0.0319,0.0322,-0.2283,0.233
119.591448,0.1632,-0.0623,0.009,0.175
119.611289,0.1012,0.033,0.0757,0.131
119.631418,-0.0278,0.0725,0.4252,0.432
119.651368,-0.1592,0.1087,0.8221,0.844
119.671249,-0.0966,0.0146,0.751,0.757
119.691356,-0.1561,0.0116,0.3244,0.36
119.711318,-0.1282,0.0888,0.1314,0.204
119.731386,-0.096,0.0151,0.0499,0.109
119.751573,0.0011,-0.0142,-0.0076,0.016
119.771338,-0.0104,0.0114,0.1624,0.163
119.791358,0.0884,-0.0263,0.1109,0.144
119.811543,0.0756,-0.0333,-0.0499,0.096
119.831199,0.0896,-0.025,-0.1129,0.146
119.852948,0.1597,-0.0946,-0.1419,0.234
119.871006,0.1132,-0.0751,-0.2299,0.267
119.890778,0.0143,-0.0532,-0.2138,0.221
119.910436,0.0589,-0.0624,-0.1185,0.146
119.931178,0.0095,-0.0443,-0.0566,0.072
119.951459,-0.0054,-0.0306,-0.0555,0.064
119.972051,0.1165,-0.0728,-0.374,0.398
119.9906,-0.0096,0.0768,-0.4298,0.437
120.010708,-0.0201,0.0778,-0.2625,0.275
120.03039,-0.0626,0.0795,-0.0516,0.114
120.050262,-0.147,0.1352,-0.0147,0.2
120.070202,-0.1357,0.1135,-0.0196,0.178
120.090138,-0.096,0.1314,0.141,0.215
120.11022,-0.1143,0.0916,0.2209,0.265
120.130771,-0.0888,0.1054,0.0434,0.145
120.151506,-0.0787,0.1231,-0.1494,0.209
120.170451,-0.0217,0.0489,-0.0979,0.112
120.190969,-0.0279,0.0154,-0.0098,0.033
120.212879,-0.0601,0.0093,-0.0987,0.116
120.230007,0.0231,-0.0441,-0.1889,0.195
120.249811,0.0559,-0.0601,-0.3261,0.336
120.270044,0.0879,-0.0836,-0.2534,0.281
120.289655,-0.0209,-0.068,0.045,0.084
120.309363,0.0469,-0.0727,0.2409,0.256
120.329691,0.0909,-0.0895,0.1825,0.223
120.351777,0.1031,-0.1172,-0.0037,0.156
120.370477,0.2397,-0.1783,-0.0755,0.308
120.389757,0.31,-0.3352,-0.1251,0.473
120.409638,0.1311,-0.1667,-0.0458,0.217
120.429912,0.0907,-0.0335,0.1328,0.164
120.453093,0.0534,-0.0321,0.1425,0.155
120.469722,0.0495,0.0515,0.1348,0.153
120.489538,-0.0178,0.0563,0.1676,0.178
120.509382,0.0036,0.0654,0.248,0.256
120.529263,0.009,0.0292,0.1311,0.135
120.553991,0.0202,0.0027,0.1156,0.117
120.569542,-0.0834,0.0333,0.0806,0.121
120.589312,-0.3433,0.1498,0.0598,0.379
120.608843,-0.4268,0.2753,0.1101,0.52
120.629368,-0.5061,0.3325,-0.0091,0.606
120.652637,-0.0745,-0.0015,0.4692,0.475
120.670261,0.2358,-0.0336,-0.1509,0.282
120.688795,-0.3239,0.1054,-0.5411,0.639
120.708667,-0.0814,0.154,0.2327,0.291
120.728724,0.0797,-0.0958,0.6323,0.645
120.754583,0.2842,-0.1917,0.6191,0.708
120.768454,0.2417,-0.2444,0.085,0.354
120.788318,0.0613,0.018,-0.4311,0.436
120.808295,-0.0498,0.1574,-0.5481,0.572
120.828349,0.0144,0.1538,-0.4397,0.466
120.850212,0.0917,0.0595,-0.108,0.154
120.86851,0.0554,0.009,0.0624,0.084
120.888493,0.0359,-0.0458,-0.0005,0.058
120.907944,-0.0135,-0.0689,-0.1299,0.148
120.928026,-0.0648,-0.0347,-0.1024,0.126
120.949065,-0.0354,-0.0637,0.0064,0.073
120.968255,-0.0259,-0.0118,-0.0019,0.029
120.988121,-0.0827,0.0236,0.0887,0.124
121.00822,-0.0069,-0.0334,-0.1145,0.119
121.028156,-0.0026,-0.0007,-0.2095,0.21
121.051463,-0.0349,0.0166,-0.0747,0.084
121.068341,-0.0459,-0.0184,0.1816,0.188
121.087954,-0.0288,-0.0117,0.2184,0.221
121.107778,-0.0843,0.0318,0.1786,0.2
121.127569,-0.0913,0.0862,-0.0366,0.131
121.154481,-0.0129,0.0309,-0.1202,0.125
121.167835,-0.0505,0.0444,0.0503,0.084
121.187853,-0.1092,0.0295,0.0164,0.114
121.207479,0.0459,-0.0326,-0.0313,0.064
121.228411,0.0175,-0.0328,0.0014,0.037
121.247589,0.0386,-0.0436,0.0176,0.061
121.267533,0.0356,-0.0086,-0.0948,0.102
121.287583,0.0227,-0.078,-0.0678,0.106
121.307257,-0.0634,-0.039,-0.0363,0.083
121.32934,0.0038,-0.0935,-0.0019,0.094
121.347309,-0.0499,-0.0521,0.058,0.093
121.367305,0.0161,-0.0254,0.0653,0.072
121.387135,0.0288,-0.0755,0.0034,0.081
121.407065,0.0153,-0.0131,0.1413,0.143
121.427259,-0.06,0.0429,0.2314,0.243
121.447306,-0.004,0.0273,0.165,0.167
121.46759,0.0704,0.0141,0.0045,0.072
121.487162,0.0205,0.0341,-0.0165,0.043
121.507043,-0.032,0.0554,-0.0532,0.083
121.527262,0.0541,-0.0218,-0.1037,0.119
121.546692,0.0459,0.0081,0.0039,0.047
121.566773,0.0434,-0.0196,0.044,0.065
121.58687,-0.0226,0.0381,-0.0729,0.085
121.60673,0.0046,0.0234,-0.1917,0.193
121.627297,0.0733,-0.0301,-0.0738,0.108
121.64645,-0.0563,0.016,0.1846,0.194
121.666905,-0.0655,-0.0185,0.2201,0.23
121.686838,0.0492,-0.044,0.117,0.134
121.706418,0.0377,-0.0166,-0.1044,0.112
121.729043,0.0417,0.0246,-0.2489,0.254
121.746322,0.0253,0.0227,-0.1934,0.196
121.769166,0.0484,-0.005,-0.0303,0.057
121.786258,-0.0247,0.033,0.0062,0.042
121.806307,-0.0833,0.0587,0.0057,0.102
121.827299,0.0004,0.0142,0.0557,0.058
121.846249,-0.0017,0.0439,0.0712,0.084
121.866477,-0.0384,0.0413,0.0469,0.073
121.886504,-0.0228,0.0186,-0.0015,0.029
121.906316,0.0197,-0.017,-0.0289,0.039
121.927821,0.0185,-0.0441,-0.0141,0.05
121.945765,-0.0882,-0.0539,0.0792,0.13
121.966376,0.0562,-0.0724,0.1301,0.159
121.985779,0.0106,-0.0473,0.0725,0.087
122.005673,0.0282,-0.0494,-0.1095,0.123
122.026422,0.013,-0.0061,-0.2768,0.277
122.045582,-0.022,-0.0409,-0.1826,0.188
122.065845,-0.0873,-0.0249,0.0423,0.1
122.085672,-0.0276,-0.0736,0.1959,0.211
122.105337,-0.0577,-0.0303,0.0862,0.108
122.126293,0.0354,0.0134,-0.0867,0.095
122.152046,0.0405,0.0008,-0.0339,0.053
122.166829,-0.1618,0.0469,0.4438,0.475
