time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
122.184952,0.1469,-0.07,-0.1338,0.211
122.205018,0.0515,0.0329,-0.2782,0.285
122.224856,0.038,0.0039,-0.3087,0.311
122.245213,-0.0408,0.1191,-0.0115,0.126
122.269009,-0.0795,-0.0331,0.3436,0.354
122.285286,-0.0531,0.0486,0.1882,0.202
122.304708,-0.0002,-0.0447,-0.0533,0.07
122.324725,0.0313,0.0204,-0.1341,0.139
122.344786,-0.0555,0.0096,0.0159,0.059
122.365067,-0.0862,-0.0067,0.1438,0.168
122.38512,0.0176,-0.0162,-0.0511,0.056
122.404854,-0.0104,0.0389,-0.1163,0.123
122.424632,0.0595,-0.019,-0.0959,0.114
122.444743,0.0087,0.0623,0.0066,0.063
122.464968,-0.0513,0.0293,0.1305,0.143
122.485597,-0.022,0.0178,0.1744,0.177
122.504519,0.0163,-0.0086,0.0175,0.025
122.526315,-0.0338,0.0475,-0.0522,0.078
122.544415,-0.036,0.0539,-0.093,0.113
122.564488,0.0477,0.0601,-0.098,0.124
122.585272,0.0496,-0.0059,-0.0794,0.094
122.604255,0.0033,-0.0264,-0.0472,0.054
122.624463,-0.0085,-0.0105,-0.0031,0.014
122.644142,0.0278,-0.0576,0.0601,0.088
122.664934,-0.0288,-0.0069,0.0015,0.03
122.685746,0.0188,-0.0126,-0.0555,0.06
122.704162,0.031,-0.0278,-0.0811,0.091
122.725898,-0.0174,-0.0445,-0.0214,0.052
122.743798,-0.1101,0.0312,0.0365,0.12
122.764127,-0.0638,-0.0249,0.0189,0.071
122.785248,-0.0108,0.0149,-0.1339,0.135
122.808683,0.0399,-0.0081,0.0181,0.045
122.823607,-0.0098,0.0268,0.1724,0.175
122.843653,-0.0078,0.0053,0.106,0.106
122.863832,0.0417,-0.0055,-0.0327,0.053
122.883647,0.0369,0.0236,-0.0276,0.052
122.903624,0.0067,-0.0012,0.0672,0.068
122.925145,-0.0227,0.014,0.2048,0.207
122.943458,0.0079,-0.0144,0.014,0.022
122.964697,0.0219,-0.0119,-0.0466,0.053
122.983736,0.0023,-0.012,-0.0635,0.065
123.003506,0.0492,-0.0564,-0.1062,0.13
123.023312,-0.0305,0.016,-0.023,0.041
123.043574,-0.0628,0.0412,-0.0176,0.077
123.065117,0.0605,0.0129,-0.0242,0.066
123.083155,0.1025,-0.0452,-0.0514,0.123
123.103086,0.0978,-0.0536,0.0623,0.128
123.123023,0.0411,-0.0003,0.0399,0.057
123.142841,-0.0719,0.0497,-0.1343,0.16
123.165333,-0.0527,0.0467,-0.1789,0.192
123.183219,-0.0247,0.0207,-0.0673,0.075
123.203,-0.0495,-0.011,0.0414,0.065
123.222758,-0.0279,0.0001,0.0708,0.076
123.24267,0.0041,-0.0013,0.119,0.119
123.266033,-0.0136,0.1052,0.1396,0.175
123.287058,-0.0382,0.0025,0.0404,0.056
123.307488,0.0356,-0.0031,0.0283,0.046
123.32248,-0.0432,-0.0072,0.0693,0.082
123.342411,-0.002,-0.0277,0.0177,0.033
123.364542,0.0225,-0.0935,-0.0373,0.103
123.382584,0.026,-0.0579,0.0322,0.071
123.402383,0.0921,-0.1048,0.0036,0.14
123.422391,-0.12,0.0847,0.0751,0.165
123.442588,-0.0587,0.0405,0.0025,0.071
123.465573,-0.0118,-0.0131,-0.1348,0.136
123.48222,-0.0618,0.0064,-0.1603,0.172
123.502194,-0.0035,-0.0018,-0.0872,0.087
123.522171,-0.0293,-0.0138,-0.1068,0.112
123.542277,0.0309,-0.0107,0.022,0.039
123.567467,-0.0653,-0.017,0.3327,0.339
123.583716,0.0003,-0.0806,0.292,0.303
123.601972,0.0315,0.0076,0.1096,0.114
123.621917,0.0795,0.0074,-0.0862,0.118
123.641885,0.0873,0.005,-0.0244,0.091
123.667884,0.0018,0.0134,-0.0472,0.049
123.682143,0.0097,-0.0118,0.0608,0.063
123.702101,0.0264,-0.1157,0.0208,0.121
123.721565,-0.1011,-0.0523,-0.1985,0.229
123.741444,-0.2529,0.0551,-0.2381,0.352
123.761684,-0.0909,-0.0672,-0.3243,0.343
123.786511,-0.0052,-0.0842,-0.2967,0.308
123.802756,0.2655,-0.0528,-0.3403,0.435
123.821344,0.2087,0.0396,-0.424,0.474
123.841108,-0.0849,0.1201,-0.362,0.391
123.861114,-0.1938,0.0994,0.4907,0.537
123.882249,0.2425,-0.2434,1.0005,1.058
123.90121,0.4204,-0.3841,0.3558,0.671
123.920953,0.1281,-0.0617,0.1763,0.226
123.94103,-0.2226,0.2311,0.0341,0.323
123.961757,-0.1959,0.4927,-0.1206,0.544
123.981113,0.0719,-0.1615,-0.4229,0.458
124.00104,-0.0156,0.0863,-0.5317,0.539
124.021041,-0.2315,0.1071,-0.1481,0.295
124.041446,-0.2839,0.2614,0.1789,0.425
124.060621,-0.308,0.102,0.3162,0.453
124.082564,-0.1471,0.0449,0.1264,0.199
124.100518,-0.0935,-0.0596,-0.0003,0.111
124.120426,0.0943,0.042,-0.6464,0.655
124.141983,-0.0965,0.0818,-0.3665,0.388
124.160457,-0.4396,0.115,-0.1412,0.476
124.184396,-0.6731,0.1711,-0.0241,0.695
124.200417,-0.3736,-0.0279,-0.3757,0.531
124.220402,0.5021,0.1647,-0.6991,0.876
124.240514,0.905,0.0111,-0.0133,0.905
124.260133,-0.1405,-0.0871,1.3245,1.335
124.280304,-0.6749,0.3045,1.4831,1.658
124.30004,-0.0214,-0.0631,0.3258,0.333
124.31999,0.6254,-0.2242,-0.5085,0.837
124.340391,0.5675,-0.2316,-0.5713,0.838
124.359659,0.2827,-0.2701,-0.1997,0.439
124.381887,0.1143,-0.0292,0.6758,0.686
124.401351,-0.0391,-0.0245,0.5356,0.538
124.420622,-0.0709,-0.067,0.3155,0.33
124.441435,0.0431,-0.068,0.154,0.174
124.459717,0.1349,-0.0685,-0.2611,0.302
124.480322,0.1728,-0.0546,-0.4068,0.445
124.502929,0.0412,0.1068,-0.1667,0.202
124.519803,0.0442,0.0417,0.3159,0.322
124.54223,-0.0572,-0.0073,0.6506,0.653
124.559739,0.083,-0.0151,0.4175,0.426
124.579886,0.0848,-0.0622,-0.3332,0.349
124.599762,-0.1373,-0.0078,-0.6093,0.625
124.619754,-0.0269,0.0961,-0.7606,0.767
124.639617,-0.0741,0.005,0.1437,0.162
124.65945,-0.2272,-0.2328,0.4052,0.52
124.682964,-0.2748,-0.0918,0.2124,0.359
124.700171,0.1106,-0.0497,-0.149,0.192
124.719265,0.0947,-0.0674,-0.0709,0.136
124.74028,0.0371,0.0505,-0.016,0.065
124.758899,0.1311,-0.0366,-0.0302,0.139
124.780085,-0.0313,-0.0411,0.0865,0.101
124.79939,-0.1792,-0.0436,-0.0132,0.185
124.819549,-0.7404,-0.5576,-0.4264,1.02
124.839091,0.5159,0.2604,-0.2381,0.625
124.858774,0.3114,0.1139,0.0492,0.335
124.882099,-0.2826,-0.1113,0.0808,0.314
124.898751,-0.009,0.0002,0.2152,0.215
124.91884,0.0313,0.0611,0.3465,0.353
124.938301,0.1825,0.0612,0.2722,0.333
124.959011,0.127,0.0739,0.1098,0.183
124.979038,0.1387,0.0695,0.1909,0.246
125.000455,0.2425,0.0105,0.1773,0.301
125.018633,0.1522,0.0586,0.3503,0.386
125.038574,0.1106,0.0069,-0.1271,0.169
125.058141,0.1637,-0.0212,-0.5217,0.547
125.078355,0.1423,0.0242,-0.3577,0.386
125.098847,-0.0582,-0.0647,-0.0591,0.105
125.118248,-0.0005,0.012,0.0841,0.085
125.137984,-0.0453,0.0576,0.1366,0.155
125.158493,-0.0142,-0.0174,0.1054,0.108
125.178356,0.0742,-0.1661,0.3088,0.358
125.197875,-0.0044,-0.0247,0.2567,0.258
125.218041,0.0121,-0.0327,-0.2177,0.22
125.237895,0.0023,-0.0317,-0.4061,0.407
125.258123,0.1086,-0.0498,-0.0275,0.123
125.278208,0.0223,0.0113,0.2207,0.222
125.298439,-0.0017,0.0197,0.0711,0.074
125.317932,0.0271,0.0171,-0.0008,0.032
125.338662,0.0043,0.047,-0.0594,0.076
125.357643,0.0671,0.0142,-0.1793,0.192
125.378749,0.0631,0.0364,-0.1794,0.194
125.399308,0.0824,-0.029,0.1085,0.139
125.417638,0.0841,-0.0259,0.3068,0.319
125.438678,0.2587,-0.0709,0.2896,0.395
125.457589,0.3737,-0.1191,0.0929,0.403
125.478443,0.4957,-0.1623,-0.1272,0.537
125.499108,0.4503,-0.2192,-0.1669,0.528
125.517466,0.5412,-0.1822,-0.3401,0.665
125.537247,0.455,-0.1385,-0.4946,0.686
125.557121,-0.0226,0.0329,0.0188,0.044
125.5783,-0.1611,0.0061,0.3528,0.388
125.600035,-0.3265,0.0983,0.5149,0.618
125.618706,-0.5098,0.1098,0.475,0.705
125.636943,-0.321,0.0158,0.4702,0.57
125.656914,-0.254,0.0418,0.41,0.484
125.678255,-0.3878,0.1612,0.0362,0.422
125.697074,-0.4756,0.2168,-0.4241,0.673
125.716883,-0.3707,0.2323,-0.3134,0.538
125.739744,-0.2117,0.0092,-0.1504,0.26
125.756804,-0.3566,0.0221,0.0196,0.358
125.777941,-0.2683,-0.0309,-0.281,0.39
125.796638,-0.241,-0.0216,-0.6379,0.682
125.81659,-0.1308,0.0954,-0.8758,0.891
125.836607,-0.0908,0.0716,-0.5462,0.558
125.857203,-0.0154,0.0103,-0.2614,0.262
125.877235,-0.1511,0.1691,0.0565,0.234
125.904445,-0.2947,0.1917,0.1289,0.374
125.916774,-0.2081,0.1248,-0.0523,0.248
125.936134,-0.2716,0.1479,-0.2419,0.393
125.956018,0.0902,0.0596,-0.203,0.23
125.97808,0.0378,-0.0019,-0.168,0.172
125.997079,-0.0816,0.0085,-0.0972,0.127
126.016315,-0.1441,0.0892,-0.1693,0.24
126.037741,-0.107,0.0296,-0.2647,0.287
126.056214,-0.1852,0.0405,-0.1119,0.22
126.076077,0.0229,-0.0726,-0.0714,0.104
126.097695,-0.2562,-0.0053,0.0354,0.259
126.116091,0.2149,-0.0868,0.2992,0.378
126.136015,0.0844,-0.2139,0.6178,0.659
126.156044,0.192,-0.1767,0.6519,0.702
126.17765,0.2404,-0.0843,0.365,0.445
126.19577,0.0043,0.0213,0.0504,0.055
126.216016,0.0686,-0.0485,-0.2003,0.217
126.237107,-0.0304,0.0764,-0.4554,0.463
126.255685,-0.2202,0.1963,-0.6231,0.689
126.275626,-0.2403,0.1783,-0.265,0.4
126.295584,-0.1762,0.0313,0.26,0.316
126.315661,-0.1163,-0.0002,0.2149,0.244
126.335492,-0.0292,0.0098,-0.0187,0.036
126.35971,0.0303,-0.0176,-0.1519,0.156
126.375324,0.0454,-0.0181,-0.3268,0.33
126.395549,-0.0231,0.0615,-0.2324,0.242
126.416339,-0.0733,0.0775,-0.1276,0.166
126.435003,-0.0479,-0.0571,-0.1002,0.125
126.455131,-0.0463,-0.0296,-0.0516,0.075
126.475067,-0.1356,0.0376,-0.0336,0.145
126.495188,-0.1153,0.0231,-0.1025,0.156
126.514932,0.0642,-0.0087,-0.1299,0.145
126.534787,0.0206,0.0403,-0.1293,0.137
126.554859,-0.0406,-0.0543,0.0722,0.099
126.574593,-0.0933,0.0243,0.1176,0.152
126.594521,-0.0581,0.0498,0.0589,0.097
126.614699,0.1957,-0.0921,0.0279,0.218
126.634578,0.1266,-0.0451,-0.0858,0.159
126.654795,-0.0686,-0.0304,-0.1343,0.154
126.674517,-0.101,-0.0056,-0.1324,0.167
126.694688,-0.1417,0.0454,-0.0327,0.152
126.71466,0.0531,-0.1263,0.2974,0.327
126.734679,-0.0261,-0.0391,0.2355,0.24
126.755715,0.0272,-0.023,-0.1794,0.183
126.774281,-0.0749,0.1068,-0.3561,0.379
126.794518,-0.0878,0.0533,-0.259,0.279
126.814159,0.022,-0.0242,0.072,0.079
126.834303,0.0408,0.0175,0.2283,0.233
126.855411,-0.0447,-0.0144,0.2596,0.264
126.874495,-0.089,0.0082,0.3492,0.36
126.894591,-0.1877,0.0457,0.255,0.32
126.920614,-0.1997,0.0754,-0.074,0.226
126.934108,-0.3318,0.1931,-0.3738,0.536
126.954638,-0.0476,0.0051,-0.4201,0.423
126.973644,0.1707,-0.1628,-0.255,0.347
126.993782,0.2886,-0.2426,0.0191,0.377
127.01381,0.1655,-0.1728,0.3873,0.455
127.033748,-0.0253,-0.0265,0.2996,0.302
127.05715,0.0494,0.0035,-0.0362,0.061
127.073513,0.107,0.0061,-0.1551,0.189
127.094232,0.1652,0.0019,-0.1726,0.239
127.113586,0.1358,-0.0063,-0.0739,0.155
127.133557,0.0222,0.0738,0.0466,0.09
127.156887,0.1126,-0.0732,0.0104,0.135
127.173613,-0.3227,-0.0118,0.0793,0.333
127.196803,-0.1292,-0.0673,-0.4845,0.506
127.213431,0.0079,-0.0397,-0.3095,0.312
127.233258,-0.0439,0.005,-0.1594,0.165
127.25332,0.0622,-0.0914,0.1542,0.19
127.27294,-0.0788,-0.0016,0.2886,0.299
127.293067,-0.0348,0.0157,0.0852,0.093
127.313317,-0.0809,0.0434,-0.1508,0.177
127.333032,-0.0663,-0.0143,-0.0669,0.095
127.35406,0.0578,-0.0268,0.007,0.064
127.372728,-0.0369,0.0456,-0.0458,0.074
127.393147,-0.0255,0.0229,0.0884,0.095
127.413155,0.0082,0.1056,-0.0714,0.128
127.433095,-0.0189,0.0821,0.0456,0.096
127.456459,-0.134,0.0343,0.522,0.54
127.472534,0.1477,-0.1051,0.3295,0.376
127.492463,-0.0647,0.0699,-0.0786,0.123
127.51237,0.1348,-0.0562,-0.7559,0.77
127.532387,0.0551,0.0237,-0.8856,0.888
127.55238,0.1356,-0.1103,-0.6662,0.689
127.572378,0.0885,-0.0579,-0.1847,0.213
127.592852,-0.094,0.0605,0.5718,0.583
127.612475,-0.0567,-0.0349,0.7851,0.788
127.632005,-0.0695,-0.0442,0.3778,0.387
127.651958,0.1183,-0.1428,-0.0307,0.188
127.672049,-0.0137,-0.0381,-0.1823,0.187
127.692597,-0.0193,0.0134,-0.1625,0.164
127.713832,-0.0606,0.064,-0.1509,0.175
127.732198,0.0303,0.0109,0.0085,0.033
127.75499,-0.0588,0.0553,0.2409,0.254
127.77197,-0.0396,0.0036,0.3204,0.323
127.792743,-0.0223,-0.0217,0.2869,0.289
127.81332,-0.1251,0.0571,0.2543,0.289
127.83181,-0.0659,0.0555,0.0984,0.131
127.851622,-0.0166,0.02,-0.2193,0.221
127.871492,0.0496,0.0234,-0.1733,0.182
127.891963,0.0047,0.0392,-0.1029,0.11
127.911481,-0.0391,0.0591,-0.175,0.189
127.931593,-0.0036,0.0128,-0.2298,0.23
127.951866,-0.0397,0.0502,-0.1225,0.138
127.971465,-0.0241,0.0102,-0.196,0.198
127.991886,-0.0201,0.0223,-0.1811,0.184
128.011633,0.1084,-0.0739,0.084,0.156
128.031604,-0.0138,0.0223,0.225,0.227
128.05632,0.0102,0.0095,0.1102,0.111
128.071548,0.0132,0.0148,-0.0164,0.026
128.092868,0.0441,-0.0138,-0.0369,0.059
128.111505,-0.029,0.0348,-0.0818,0.094
128.131434,-0.023,0.0426,-0.0663,0.082
128.151207,0.033,-0.005,-0.0728,0.08
128.171067,-0.0744,0.0129,-0.0402,0.086
128.193101,-0.0823,0.0104,0.1869,0.205
128.214633,-0.0355,-0.0198,0.1996,0.204
128.231475,0.0042,-0.0185,0.0672,0.07
128.253371,0.038,-0.0002,-0.1301,0.135
128.270705,-0.0164,0.0425,-0.1358,0.143
128.291901,0.0045,-0.0081,-0.1034,0.104
128.310869,0.0644,-0.0328,-0.0135,0.074
128.330757,-0.0198,-0.0442,0.1306,0.139
128.352434,-0.0984,-0.0189,0.2478,0.267
128.370609,-0.0567,-0.0695,0.3147,0.327
128.392721,-0.0943,0.0075,0.076,0.121
128.411599,-0.0274,-0.0234,-0.0989,0.105
128.430644,0.0745,-0.0292,-0.0792,0.113
128.451673,0.2475,-0.1305,-0.0015,0.28
128.470759,0.228,-0.1809,-0.1569,0.331
128.491565,0.1704,-0.0446,-0.0183,0.177
128.510616,0.0476,-0.0238,-0.166,0.174
128.530242,-0.0556,0.0506,-0.3425,0.351
128.550613,-0.0616,0.0522,-0.1789,0.196
128.570269,-0.1911,-0.0138,0.1881,0.269
128.591577,-0.0374,-0.0596,0.3436,0.351
128.610669,-0.0424,-0.0236,0.2895,0.294
128.630562,-0.0607,0.0,0.0154,0.063
128.65013,-0.162,0.1109,-0.1981,0.279
128.6705,-0.209,0.1503,-0.1465,0.296
128.691507,-0.1931,0.0903,0.1237,0.246
128.710205,-0.0434,-0.0142,0.1064,0.116
128.732601,-0.2544,0.0509,0.0259,0.261
128.749653,0.084,0.0838,-0.5748,0.587
128.769749,0.1112,-0.0318,-0.4186,0.434
128.789883,0.0859,-0.1233,0.1337,0.201
128.809948,0.0378,-0.0076,0.3782,0.38
128.830509,0.0982,-0.0384,0.2247,0.248
128.850949,0.0145,0.0594,-0.3084,0.314
128.869662,-0.096,0.1664,-0.1892,0.27
128.891232,-0.1027,0.0811,0.3613,0.384
128.90971,-0.0853,0.064,0.5407,0.551
128.929649,-0.0547,0.0675,0.3229,0.334
128.950444,0.0224,0.0345,0.0102,0.042
128.970486,0.0184,0.0164,-0.1612,0.163
128.98873,0.0234,0.0177,-0.1574,0.16
129.010056,0.0424,-0.0439,-0.0616,0.087
129.026177,0.0071,0.0174,-0.0944,0.096
129.051423,0.0012,-0.0291,-0.1585,0.161
129.06595,0.0058,-0.0345,-0.1968,0.2
129.08549,0.0176,-0.0663,-0.2607,0.27
129.105181,-0.0212,-0.0252,-0.2718,0.274
129.125988,0.0263,-0.0477,-0.1128,0.125
129.148781,0.0563,-0.0606,0.0877,0.121
129.166259,-0.0176,0.0267,0.1735,0.176
129.186367,0.0411,-0.0387,0.061,0.083
129.205328,-0.0576,0.0425,0.0623,0.095
129.225569,-0.0695,0.0363,0.1498,0.169
129.250129,-0.0013,-0.008,0.2253,0.225
129.265479,-0.0595,0.0053,0.2165,0.225
129.285474,-0.007,0.0298,0.0236,0.039
129.30517,0.0136,0.0721,-0.1077,0.13
129.325514,0.0798,-0.0017,-0.0333,0.087
129.348914,-0.0231,0.0032,0.0257,0.035
129.36958,0.0438,-0.1115,-0.0147,0.121
129.385436,-0.0505,0.0491,-0.2249,0.236
129.405034,-0.1689,-0.0577,-0.1396,0.227
129.425132,-0.2825,-0.0743,0.2136,0.362
129.448619,-0.2026,-0.0042,0.2188,0.298
129.465314,0.0028,-0.2462,0.0668,0.255
129.485252,0.3232,-0.0136,0.1985,0.38
129.504781,-0.1864,-0.1649,0.0246,0.25
129.525611,-0.287,-0.0213,-0.147,0.323
129.546231,-0.2219,0.0196,-0.2516,0.336
129.569369,-0.1635,-0.0697,-0.1287,0.219
129.58491,0.0211,-0.0835,-0.1684,0.189
129.604284,0.1677,-0.015,0.0785,0.186
129.624614,-0.2332,0.0637,0.1783,0.3
129.648307,-0.084,0.1768,-0.3744,0.423
129.664202,0.2555,0.2106,-0.6548,0.734
129.684372,0.3312,0.0951,-0.3639,0.501
129.704123,0.2302,0.1155,0.2087,0.331
129.727438,-0.0399,0.0876,0.4083,0.419
129.744616,0.0233,0.0706,0.3048,0.314
129.772466,0.2552,0.0929,0.1974,0.336
129.784517,0.0368,0.0541,0.1306,0.146
129.803993,-0.0281,0.0223,-0.1551,0.159
129.824472,-0.0422,-0.017,-0.169,0.175
129.844493,-0.0381,-0.0176,-0.0212,0.047
129.864653,0.0243,0.0181,0.1041,0.108
129.884226,0.0472,-0.0613,0.2096,0.223
129.903993,0.1429,-0.0304,0.2508,0.29
129.924015,0.1762,-0.0278,0.1225,0.216
129.944789,0.1831,-0.0311,-0.131,0.227
129.969842,-0.0017,-0.0199,-0.1642,0.165
129.98336,-0.0855,-0.0323,-0.0105,0.092
130.003409,-0.1616,-0.0037,0.0665,0.175
130.023633,0.0793,-0.0279,0.0509,0.098
130.045239,-0.0137,0.0124,0.0736,0.076
130.063523,-0.0848,0.0334,0.1508,0.176
130.084177,-0.0475,-0.0034,0.2021,0.208
130.103176,-0.1969,0.0578,-0.0682,0.216
130.124665,0.1566,0.0295,-0.1726,0.235
130.143403,0.1598,-0.0688,-0.2027,0.267
130.164661,0.1165,0.0404,-0.1018,0.16
130.183286,0.0415,0.0542,-0.1111,0.13
130.203035,0.2062,0.0581,-0.2049,0.296
130.223595,0.2661,-0.0293,0.0396,0.271
130.243369,0.056,-0.0092,0.2729,0.279
130.263047,-0.0169,-0.0356,0.2125,0.216
130.282746,-0.0638,0.0498,0.0004,0.081
130.302553,0.0712,-0.0459,-0.2965,0.308
130.322763,-0.0855,-0.004,-0.3311,0.342
130.342792,-0.1114,0.0322,0.1332,0.177
130.372807,-0.0338,-0.0598,0.209,0.22
130.382677,-0.1374,0.0824,0.2314,0.282
130.402681,0.0523,-0.0079,0.0353,0.064
130.423202,-0.0056,0.0387,-0.0516,0.065
130.442524,0.0245,-0.0077,0.0386,0.046
130.464102,0.0168,-0.0077,0.2233,0.224
130.482088,-0.0871,-0.0286,0.141,0.168
130.502324,-0.1293,-0.0416,-0.1167,0.179
130.530592,-0.1335,-0.0097,-0.187,0.23
130.552904,-0.0316,-0.0587,-0.2249,0.235
130.562184,-0.0609,0.0035,-0.1977,0.207
130.582045,-0.029,0.0223,-0.1893,0.193
130.601944,-0.0088,0.0194,-0.0901,0.093
130.621908,-0.043,0.061,0.0824,0.111
130.642078,-0.2271,0.1758,-0.1508,0.324
130.663086,-0.2289,0.2736,-0.3741,0.517
130.681903,0.0217,0.0426,-0.4442,0.447
130.702465,0.1085,0.0117,-0.3416,0.359
130.723121,0.1684,-0.1261,-0.2667,0.34
130.742001,-0.3304,-0.1945,-0.3758,0.537
130.765297,0.216,0.1368,-0.0834,0.269
130.786082,0.2337,-0.265,0.1887,0.401
130.801447,0.2461,-0.1588,0.7624,0.817
130.822036,0.1945,0.0264,0.9956,1.015
130.841628,0.1812,-0.0503,0.9441,0.963
130.863099,-0.0271,-0.0868,0.6132,0.62
130.881294,-0.0151,-0.0063,0.1265,0.128
130.901281,0.0065,0.1222,-0.4227,0.44
130.922157,-0.0418,0.1435,-0.5958,0.614
130.94149,-0.0007,0.0071,-0.1737,0.174
130.963072,-0.0934,-0.0054,0.2106,0.23
130.981177,-0.1004,-0.0681,0.3324,0.354
131.00139,-0.1335,0.0034,0.2108,0.25
131.022978,-0.2885,-0.008,0.5734,0.642
131.044262,0.1439,-0.0877,0.2502,0.302
131.06535,-0.1591,-0.0369,-0.1584,0.228
131.080976,0.1608,-0.1392,-0.4762,0.522
131.10082,0.2254,-0.1343,-0.7053,0.753
131.121414,-0.0527,0.001,-0.5758,0.578
131.140953,-0.1563,-0.0999,0.0024,0.186
131.163689,-0.1469,-0.0918,0.6469,0.67
131.180638,-0.3275,0.0147,0.4423,0.551
131.201489,-0.1955,0.0856,-0.426,0.476
131.221725,-0.0046,0.0166,-0.4526,0.453
131.240703,-0.0274,0.0358,0.1491,0.156
131.263279,-0.072,0.0317,0.1965,0.212
131.280599,0.0415,0.0505,-0.3238,0.33
131.300493,0.116,0.1113,-0.1341,0.209
131.323099,0.1695,-0.1072,0.4205,0.466
131.340678,-0.0389,-0.0408,0.7798,0.782
131.366176,0.017,-0.0744,0.248,0.259
131.38048,-0.0175,0.0757,-0.3453,0.354
131.400458,-0.1214,-0.0262,-0.2589,0.287
131.421379,0.1158,-0.12,-0.5728,0.597
131.442274,0.0848,0.0537,-0.7417,0.748
131.460281,0.0014,0.0709,-0.2439,0.254
131.480159,-0.0541,-0.0844,0.2821,0.299
131.4997,0.0548,-0.0111,-0.0018,0.056
131.524658,0.1229,0.0447,0.2365,0.27
131.541327,-0.1378,-0.0613,0.416,0.442
131.559733,-0.1191,-0.063,0.213,0.252
131.582252,-0.1402,-0.0027,-0.1043,0.175
131.599424,-0.1391,0.0071,-0.2344,0.273
131.619425,0.107,0.0383,-0.0725,0.135
131.639662,0.166,0.1511,0.3151,0.387
131.662917,0.0301,0.0119,0.1017,0.107
131.679537,0.0211,-0.002,-0.3252,0.326
131.699261,-0.123,-0.0437,-0.4872,0.504
131.719207,-0.2437,-0.1531,-0.451,0.535
131.741537,0.2758,0.1694,0.1176,0.344
131.759609,0.1622,0.0095,0.6104,0.632
131.779858,-0.0754,0.0478,0.8363,0.841
131.799364,-0.0435,-0.0995,0.3142,0.332
131.818882,-0.0361,-0.1086,-0.2699,0.293
131.839182,-0.0792,-0.0068,-0.1812,0.198
131.859654,0.0681,-0.0712,0.2166,0.238
131.881142,0.0738,-0.1164,0.2691,0.302
131.89927,-0.1244,0.052,0.1982,0.24
131.919106,-0.0159,0.0489,-0.0453,0.069
131.939063,0.0872,0.0791,-0.2587,0.284
131.958728,0.1229,-0.0486,-0.3348,0.36
131.97896,0.1082,-0.0202,0.036,0.116
131.998495,-0.0025,-0.0309,0.0934,0.098
132.018485,0.2175,-0.1068,-0.223,0.329
132.03869,0.1331,-0.0072,-0.2034,0.243
132.058634,-0.109,-0.0382,-0.259,0.284
132.078477,-0.0754,-0.0206,-0.2655,0.277
132.09905,0.0078,-0.0278,0.2725,0.274
132.118483,-0.1183,0.036,0.6033,0.616
132.139149,-0.057,0.0366,0.2927,0.3
132.15882,-0.1018,0.0328,-0.2333,0.257
132.178126,0.0888,0.0189,-0.2605,0.276
132.200395,-0.0094,0.0495,0.0517,0.072
132.217919,-0.007,0.0353,0.1966,0.2
132.238836,0.1375,-0.0438,0.2701,0.306
132.258449,-0.2026,0.0326,0.233,0.31
132.277977,0.1868,0.1095,-0.6906,0.724
132.297941,0.0337,-0.0009,-0.786,0.787
132.317929,-0.0606,-0.0241,-0.3768,0.382
132.338069,-0.0708,0.0241,0.2218,0.234
132.358431,-0.0939,0.0359,0.5294,0.539
132.377639,-0.0117,-0.0734,0.2191,0.231
132.39762,0.2328,0.0781,0.0202,0.246
132.417625,-0.0517,0.0417,-0.2963,0.304
132.43791,0.0421,0.0919,-0.1107,0.15
132.457662,-0.1003,-0.1512,0.6182,0.644
132.477697,-0.1313,-0.0174,0.9172,0.927
132.497769,0.1274,-0.1049,-0.3705,0.406
132.517478,0.2075,0.0481,-0.8856,0.911
132.539639,0.2625,0.0446,-0.6069,0.663
132.559609,-0.0,-0.0284,0.2216,0.223
132.577114,0.0624,-0.0027,0.6576,0.661
132.597132,-0.0969,0.0145,0.5916,0.6
132.61702,-0.1663,0.0501,0.2181,0.279
132.637428,-0.1959,-0.0044,-0.1315,0.236
132.657444,0.0285,-0.1286,-0.2726,0.303
132.677182,0.059,-0.1043,-0.3831,0.401
132.703319,0.0487,-0.0462,-0.4242,0.429
132.716981,0.0205,0.0058,-0.3145,0.315
132.739654,0.0667,-0.0617,-0.0902,0.128
132.756896,0.1839,-0.2767,0.6991,0.774
132.776864,0.0251,-0.0369,0.9368,0.938
132.796652,-0.1878,0.0781,0.7034,0.732
132.81668,0.0739,-0.0329,-0.1058,0.133
132.84195,0.203,0.0135,-0.1712,0.266
132.861408,0.0772,0.0472,0.0979,0.133
132.876506,-0.012,0.0637,-0.1951,0.206
132.901397,0.0149,0.065,-0.6156,0.619
132.916665,-0.0048,0.0764,-0.6399,0.644
132.94105,-0.2979,0.1485,-0.6777,0.755
132.957616,-0.1188,0.0135,-0.0839,0.146
132.977326,-0.0097,-0.2421,-0.2241,0.33
132.996054,-0.1169,-0.076,-0.1613,0.213
133.016124,-0.2234,0.0265,0.2851,0.363
133.03634,-0.3527,0.3904,0.3695,0.643
133.058123,0.2843,-0.3234,0.069,0.436
133.079237,0.1527,-0.1194,0.5962,0.627
133.096053,-0.1828,0.115,0.0097,0.216
133.115979,-0.0879,0.1152,-0.4282,0.452
133.140417,-0.1173,0.0378,0.0213,0.125
133.157172,0.5436,-0.5627,-0.0568,0.784
